Timestamp,Level,Domain,Device ID,Device Name,Location,Service,Service Data,User ID,User Name,Event,Weekend,Hour,Day of Week,timestamp,hour,date,weekday
2026-03-17 13:00:21,DEBUG,climate,8H5MM00K-59J1-14JG-I463-ML29M95655KI,smart_thermostat,hallway,set_temperature,"udid=8H5MM00K-59J1-14JG-I463-ML29M95655KI, temperature=22, unit=celsius",USR-002,Bob,call_service,No,13.0,Tuesday,2026-03-17 13:00:21,13,2026-03-17,Tuesday
2026-03-17 13:25:15,DEBUG,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_off,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-001,Alice,state_changed,No,13.0,Tuesday,2026-03-17 13:25:15,13,2026-03-17,Tuesday
2026-03-17 14:01:32,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_off,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-003,Carol,state_changed,No,14.0,Tuesday,2026-03-17 14:01:32,14,2026-03-17,Tuesday
2026-03-17 14:21:27,DEBUG,climate,8H5MM00K-59J1-14JG-I463-ML29M95655KI,smart_thermostat,hallway,turn_on,udid=8H5MM00K-59J1-14JG-I463-ML29M95655KI,USR-001,Alice,state_changed,No,14.0,Tuesday,2026-03-17 14:21:27,14,2026-03-17,Tuesday
2026-03-17 15:35:06,DEBUG,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-001,Alice,state_changed,No,15.0,Tuesday,2026-03-17 15:35:06,15,2026-03-17,Tuesday
2026-03-17 16:59:34,DEBUG,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,unlock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-003,Carol,automation_triggered,No,16.0,Tuesday,2026-03-17 16:59:34,16,2026-03-17,Tuesday
2026-03-17 17:00:25,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,close,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,automation_triggered,No,17.0,Tuesday,2026-03-17 17:00:25,17,2026-03-17,Tuesday
2026-03-17 17:23:37,DEBUG,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-001,Alice,state_changed,No,17.0,Tuesday,2026-03-17 17:23:37,17,2026-03-17,Tuesday
2026-03-17 18:09:11,INFO,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,unlock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-001,Alice,call_service,No,18.0,Tuesday,2026-03-17 18:09:11,18,2026-03-17,Tuesday
2026-03-17 18:27:25,DEBUG,camera,0J7OO22M-71L3-36LI-K685-ON41O17877MK,security_camera,exterior,turn_on,udid=0J7OO22M-71L3-36LI-K685-ON41O17877MK,USR-003,Carol,state_changed,No,18.0,Tuesday,2026-03-17 18:27:25,18,2026-03-17,Tuesday
2026-03-17 18:31:29,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_off,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-001,Alice,state_changed,No,18.0,Tuesday,2026-03-17 18:31:29,18,2026-03-17,Tuesday
2026-03-17 18:48:27,DEBUG,climate,1A8EF33D-82C4-47C9-B796-FE52F28988DB,bedroom_ac,bedroom,set_temperature,"udid=1A8EF33D-82C4-47C9-B796-FE52F28988DB, temperature=21, unit=celsius",USR-001,Alice,scene_activated,No,18.0,Tuesday,2026-03-17 18:48:27,18,2026-03-17,Tuesday
2026-03-17 18:57:58,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_off,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-002,Bob,state_changed,No,18.0,Tuesday,2026-03-17 18:57:58,18,2026-03-17,Tuesday
2026-03-17 19:12:05,DEBUG,climate,1A8EF33D-82C4-47C9-B796-FE52F28988DB,bedroom_ac,bedroom,turn_on,udid=1A8EF33D-82C4-47C9-B796-FE52F28988DB,USR-001,Alice,call_service,No,19.0,Tuesday,2026-03-17 19:12:05,19,2026-03-17,Tuesday
2026-03-17 19:24:52,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_on,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-001,Alice,state_changed,No,19.0,Tuesday,2026-03-17 19:24:52,19,2026-03-17,Tuesday
2026-03-17 19:49:40,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-002,Bob,call_service,No,19.0,Tuesday,2026-03-17 19:49:40,19,2026-03-17,Tuesday
2026-03-17 19:53:02,DEBUG,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-001,Alice,state_changed,No,19.0,Tuesday,2026-03-17 19:53:02,19,2026-03-17,Tuesday
2026-03-17 20:00:49,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_off,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-003,Carol,call_service,No,20.0,Tuesday,2026-03-17 20:00:49,20,2026-03-17,Tuesday
2026-03-17 20:08:46,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-003,Carol,automation_triggered,No,20.0,Tuesday,2026-03-17 20:08:46,20,2026-03-17,Tuesday
2026-03-17 20:12:08,DEBUG,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-002,Bob,state_changed,No,20.0,Tuesday,2026-03-17 20:12:08,20,2026-03-17,Tuesday
2026-03-17 20:41:29,DEBUG,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_on,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-002,Bob,state_changed,No,20.0,Tuesday,2026-03-17 20:41:29,20,2026-03-17,Tuesday
2026-03-17 21:04:57,DEBUG,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_on,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-001,Alice,call_service,No,21.0,Tuesday,2026-03-17 21:04:57,21,2026-03-17,Tuesday
2026-03-17 21:54:48,INFO,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_off,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-003,Carol,state_changed,No,21.0,Tuesday,2026-03-17 21:54:48,21,2026-03-17,Tuesday
2026-03-17 21:57:05,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_off,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-003,Carol,state_changed,No,21.0,Tuesday,2026-03-17 21:57:05,21,2026-03-17,Tuesday
2026-03-17 22:52:13,WARNING,climate,1A8EF33D-82C4-47C9-B796-FE52F28988DB,bedroom_ac,bedroom,turn_off,udid=1A8EF33D-82C4-47C9-B796-FE52F28988DB,USR-001,Alice,state_changed,No,22.0,Tuesday,2026-03-17 22:52:13,22,2026-03-17,Tuesday
2026-03-17 23:10:38,DEBUG,climate,8H5MM00K-59J1-14JG-I463-ML29M95655KI,smart_thermostat,hallway,set_temperature,"udid=8H5MM00K-59J1-14JG-I463-ML29M95655KI, temperature=21, unit=celsius",USR-002,Bob,scene_activated,No,23.0,Tuesday,2026-03-17 23:10:38,23,2026-03-17,Tuesday
2026-03-17 23:43:36,DEBUG,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-001,Alice,state_changed,No,23.0,Tuesday,2026-03-17 23:43:36,23,2026-03-17,Tuesday
2026-03-18 00:59:11,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,turn_off,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,state_changed,No,0.0,Wednesday,2026-03-18 00:59:11,0,2026-03-18,Wednesday
2026-03-18 03:21:55,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_off,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-001,Alice,state_changed,No,3.0,Wednesday,2026-03-18 03:21:55,3,2026-03-18,Wednesday
2026-03-18 05:47:27,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_off,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-001,Alice,state_changed,No,5.0,Wednesday,2026-03-18 05:47:27,5,2026-03-18,Wednesday
2026-03-18 06:05:08,INFO,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-001,Alice,call_service,No,6.0,Wednesday,2026-03-18 06:05:08,6,2026-03-18,Wednesday
2026-03-18 06:47:05,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,turn_off,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-002,Bob,state_changed,No,6.0,Wednesday,2026-03-18 06:47:05,6,2026-03-18,Wednesday
2026-03-18 07:01:42,INFO,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_on,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-001,Alice,call_service,No,7.0,Wednesday,2026-03-18 07:01:42,7,2026-03-18,Wednesday
2026-03-18 07:05:45,DEBUG,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-003,Carol,call_service,No,7.0,Wednesday,2026-03-18 07:05:45,7,2026-03-18,Wednesday
2026-03-18 07:06:54,INFO,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_on,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-003,Carol,call_service,No,7.0,Wednesday,2026-03-18 07:06:54,7,2026-03-18,Wednesday
2026-03-18 07:09:38,INFO,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_off,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-001,Alice,state_changed,No,7.0,Wednesday,2026-03-18 07:09:38,7,2026-03-18,Wednesday
2026-03-18 07:35:33,DEBUG,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-002,Bob,state_changed,No,7.0,Wednesday,2026-03-18 07:35:33,7,2026-03-18,Wednesday
2026-03-18 07:54:24,DEBUG,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,lock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-001,Alice,call_service,No,7.0,Wednesday,2026-03-18 07:54:24,7,2026-03-18,Wednesday
2026-03-18 08:53:04,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,open,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,scene_activated,No,8.0,Wednesday,2026-03-18 08:53:04,8,2026-03-18,Wednesday
2026-03-18 08:53:32,INFO,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-002,Bob,call_service,No,8.0,Wednesday,2026-03-18 08:53:32,8,2026-03-18,Wednesday
2026-03-18 09:03:36,INFO,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,lock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-003,Carol,automation_triggered,No,9.0,Wednesday,2026-03-18 09:03:36,9,2026-03-18,Wednesday
2026-03-18 09:54:49,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,open,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,state_changed,No,9.0,Wednesday,2026-03-18 09:54:49,9,2026-03-18,Wednesday
2026-03-18 10:07:49,INFO,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,set_temperature,"udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH, temperature=25, unit=celsius",USR-002,Bob,state_changed,No,10.0,Wednesday,2026-03-18 10:07:49,10,2026-03-18,Wednesday
2026-03-18 10:11:54,INFO,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-002,Bob,call_service,No,10.0,Wednesday,2026-03-18 10:11:54,10,2026-03-18,Wednesday
2026-03-18 10:53:17,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-002,Bob,call_service,No,10.0,Wednesday,2026-03-18 10:53:17,10,2026-03-18,Wednesday
2026-03-18 13:11:01,INFO,climate,8H5MM00K-59J1-14JG-I463-ML29M95655KI,smart_thermostat,hallway,set_temperature,"udid=8H5MM00K-59J1-14JG-I463-ML29M95655KI, temperature=22, unit=celsius",USR-002,Bob,call_service,No,13.0,Wednesday,2026-03-18 13:11:01,13,2026-03-18,Wednesday
2026-03-18 13:27:17,DEBUG,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,turn_off,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,state_changed,No,13.0,Wednesday,2026-03-18 13:27:17,13,2026-03-18,Wednesday
2026-03-18 16:21:44,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_on,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-002,Bob,state_changed,No,16.0,Wednesday,2026-03-18 16:21:44,16,2026-03-18,Wednesday
2026-03-18 16:48:36,INFO,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,unlock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-003,Carol,call_service,No,16.0,Wednesday,2026-03-18 16:48:36,16,2026-03-18,Wednesday
2026-03-18 16:51:21,INFO,cover,9I6NN11L-60K2-25KH-J574-NM30N06766LJ,garage_door,garage,close,udid=9I6NN11L-60K2-25KH-J574-NM30N06766LJ,USR-003,Carol,call_service,No,16.0,Wednesday,2026-03-18 16:51:21,16,2026-03-18,Wednesday
2026-03-18 16:58:26,DEBUG,light,3C0HH55F-04E6-69EB-D918-HG74H40100FD,kitchen_light,kitchen,turn_on,udid=3C0HH55F-04E6-69EB-D918-HG74H40100FD,USR-003,Carol,call_service,No,16.0,Wednesday,2026-03-18 16:58:26,16,2026-03-18,Wednesday
2026-03-18 17:53:15,DEBUG,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-003,Carol,state_changed,No,17.0,Wednesday,2026-03-18 17:53:15,17,2026-03-18,Wednesday
2026-03-18 17:59:44,DEBUG,lock,4D1II66G-15F7-70FC-E029-IH85I51211GE,front_door_lock,entrance,unlock,udid=4D1II66G-15F7-70FC-E029-IH85I51211GE,USR-001,Alice,automation_triggered,No,17.0,Wednesday,2026-03-18 17:59:44,17,2026-03-18,Wednesday
2026-03-18 19:08:16,INFO,climate,1A8EF33D-82C4-47C9-B796-FE52F28988DB,bedroom_ac,bedroom,turn_on,udid=1A8EF33D-82C4-47C9-B796-FE52F28988DB,USR-001,Alice,state_changed,No,19.0,Wednesday,2026-03-18 19:08:16,19,2026-03-18,Wednesday
2026-03-18 19:49:21,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-003,Carol,state_changed,No,19.0,Wednesday,2026-03-18 19:49:21,19,2026-03-18,Wednesday
2026-03-18 19:49:26,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-002,Bob,scene_activated,No,19.0,Wednesday,2026-03-18 19:49:26,19,2026-03-18,Wednesday
2026-03-18 19:52:52,DEBUG,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_on,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-002,Bob,state_changed,No,19.0,Wednesday,2026-03-18 19:52:52,19,2026-03-18,Wednesday
2026-03-18 19:53:14,DEBUG,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_on,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-002,Bob,state_changed,No,19.0,Wednesday,2026-03-18 19:53:14,19,2026-03-18,Wednesday
2026-03-18 19:57:35,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-003,Carol,state_changed,No,19.0,Wednesday,2026-03-18 19:57:35,19,2026-03-18,Wednesday
2026-03-18 20:10:37,DEBUG,climate,7G4LL99J-48I0-03IF-H352-LK18L84544JH,living_room_ac,living_room,turn_on,udid=7G4LL99J-48I0-03IF-H352-LK18L84544JH,USR-002,Bob,call_service,No,20.0,Wednesday,2026-03-18 20:10:37,20,2026-03-18,Wednesday
2026-03-18 20:41:38,DEBUG,media,2B9FG44E-93D5-58DA-C807-GF63G39099EC,living_room_tv,living_room,turn_on,udid=2B9FG44E-93D5-58DA-C807-GF63G39099EC,USR-001,Alice,state_changed,No,20.0,Wednesday,2026-03-18 20:41:38,20,2026-03-18,Wednesday
2026-03-18 20:59:42,DEBUG,light,5E2JJ77H-26G8-81GD-F130-JI96J62322HF,bedroom_light,bedroom,turn_on,udid=5E2JJ77H-26G8-81GD-F130-JI96J62322HF,USR-001,Alice,call_service,No,20.0,Wednesday,2026-03-18 20:59:42,20,2026-03-18,Wednesday
2026-03-18 22:02:03,INFO,light,6F3KK88I-37H9-92HE-G241-KJ07K73433IG,bathroom_light,bathroom,turn_off,udid=6F3KK88I-37H9-92HE-G241-KJ07K73433IG,USR-003,Carol,call_service,No,22.0,Wednesday,2026-03-18 22:02:03,22,2026-03-18,Wednesday
2026-03-18 22:48:33,DEBUG,climate,1A8EF33D-82C4-47C9-B796-FE52F28988DB,bedroom_ac,bedroom,turn_off,udid=1A8EF33D-82C4-47C9-B796-FE52F28988DB,USR-001,Alice,state_changed,No,22.0,Wednesday,2026-03-18 22:48:33,22,2026-03-18,Wednesday
